reviewId,userName,review,score,clean_text,textblob_polarity,vader_compound,sentiment
96dbea39-d9fc-4edb-b61c-cc28673e9baa,Praveen dhanush,really good,5,really good,0.7,0.4927,Positive
a994b52e-2bef-4e71-a6c3-03faaebe4252,Krishna Vamsi M,unable to login from last month. have to clear all user data and cache and login newly with new pin everytime. new update seems to have fixed this now.,4,unable login last month clear user data cache login newly new pin everytime new update seems fixed,-0.004545454545454551,0.3818,Positive
b59be6ed-c5f3-4185-99f5-f126a8889004,Vivekananda N,"My ticket has been confirmed for the past 10hrs, but the ticket is showing the waiting list till now please fix the bug",1,ticket confirmed past hr ticket showing waiting list till please fix bug,0.07500000000000001,0.3182,Positive
4fa8ef99-f066-4cf0-b2b3-3fc2afd8a783,rahul govani,some rules is bad 🤔,1,rule bad,-0.6999999999999998,-0.5423,Negative
39fcc0ad-ad48-4628-8f52-a91feb3249b0,Maĺlikarjuna Reddy,"unable to login. It is showing error as user ID or password are wrong. I have been trying several times for the last one month. your help & Suport team not helpful. I am unable to create another user ID also. please check, resolve the issue and help me to book train tickets.",1,unable login showing error user id password wrong trying several time last one month help suport team helpful unable create another user id also please check resolve issue help book train ticket,-0.3,0.8126,Positive
6d3cd222-4ad4-49ca-bfa0-980b4e1dd221,Sarvesh Kumar,good,5,good,0.7,0.4404,Positive
7763377d-7cce-4de0-b435-2b6fb4374657,Amit pandey Pandey,good aap,5,good aap,0.7,0.4404,Positive
6c41c959-9a35-41e9-81f5-ec44e614a402,Sonam Yadav,good 👍,5,good,0.7,0.4404,Positive
49823c1f-9e14-49d0-a52f-452880898777,Sonu Ansari,very bad application iam already aadhar authentication but not book tatal ticket everyday payment mode upi and IRCTC e wallet use but not booked for everyday,1,bad application iam already aadhar authentication book tatal ticket everyday payment mode upi irctc e wallet use booked everyday,-0.36666666666666664,-0.5423,Negative
3c2bb7ab-560e-44fb-921b-343b2c2e1fb6,sambhaji tambe,"The changed name of Aurangabad station to Chhatrapati Sambhaji Nagar has not been updated on IRCTC yet. Due to this, there is a problem while booking tickets as Aurangabad station is showing as Invalid Station while booking tickets.",4,changed name aurangabad station chhatrapati sambhaji nagar updated irctc yet due problem booking ticket aurangabad station showing invalid station booking ticket,-0.125,-0.4019,Negative
12fb1e25-144c-4b12-a608-ee2eb58a3f0b,Hareram Choudhary,very bad aap,1,bad aap,-0.6999999999999998,-0.5423,Negative
661112e4-2607-4a50-89d8-d2499447837d,Fathima Ahmed,I can't book the ticket in super fast express for going to my native place in the prior 60 days advance period scheme. it went to waiting list. why this is happening even if I have given aadhar card number authentication,1,cant book ticket super fast express going native place prior day advance period scheme went waiting list happening even given aadhar card number authentication,0.17777777777777778,-0.4303,Negative
2cc47f55-8a26-4a4e-bf04-4b969d0bfa19,Prem Yadav,"booking time aap not work proper and ticket are regret, so what we do, very bad aap service",1,booking time aap work proper ticket regret bad aap service,-0.3499999999999999,-0.743,Negative
e98b6285-2494-4312-88a1-9401dd1abf5e,Abirami C,Unwanted Ads while booking. Amount will be deducted for Lower seat but ticket is booked for Middle. If you cancel then upon enquiry it says no refund. waste of Money.. never expected this kind of service Even my ewallet amount was deducted but ticket was not booked. Upon enquiry we have to wait for 3 days for refund. U deduct money instantly but take 3 days to refund..,1,unwanted ad booking amount deducted lower seat ticket booked middle cancel upon enquiry say refund waste money never expected kind service even ewallet amount deducted ticket booked upon enquiry wait day refund u deduct money instantly take day refund,0.09,-0.865,Negative
02f01d80-a821-424d-a860-d5a8e8f4cbee,Abhijeet Pande,"very poor service whenever i try to book my ticket the app close suddenly and at time of tatkal booking same thing happened after transaction completed and no ticket book shown, i lost so many money without getting any refund, this app is fraud corrupted like its government, took all my money while booking tickets worst ofworst app ever",1,poor service whenever try book ticket app close suddenly time tatkal booking thing happened transaction completed ticket book shown lost many money without getting refund app fraud corrupted like government took money booking ticket worst ofworst app ever,-0.225,-0.8957,Negative
a0765168-576d-4ca6-baf4-8597bd9bc0ce,sameer syed,"Laggy interface, this app really sucks man even after amount is being debited the ticket status shows not booked really frustrating. please try to improve, if have an option I might given you 0 starts",1,laggy interface app really suck man even amount debited ticket status show booked really frustrating please try improve option might given start,-0.1,-0.2282,Negative
d617dd82-3a56-4fcb-98c3-6327c0a780a3,varun kumar,"very worst app ,regarding the usage. Such types of platforms must be working atleast similar to other high volume apps like amzon.",1,worst app regarding usage type platform must working atleast similar high volume apps like amzon,-0.27999999999999997,-0.3818,Negative
615421c6-eaa8-4203-ac13-55af2723b636,nishant kumar,please try after sometimes tatkal time hmesa aisa hi hota application poora bekar hai,1,please try sometimes tatkal time hmesa aisa hi hota application poora bekar hai,0.0,0.3182,Positive
c89520c1-7ce5-4e66-a73a-4fa436fd3c0b,Anita Sharma,"Excellent, Wonderful app experience and conveniently any one can book train tickets",5,excellent wonderful app experience conveniently one book train ticket,1.0,0.8126,Positive
802f2a75-4ef6-4f6b-83ef-a1c240774d30,Nikhil Mishra,pls app crashes... a lot,1,pls app crash lot,0.0,-0.34,Negative
c8d4ccc5-761f-43ac-bcf1-51b667b010bc,Furkan Ahmad,nice 👍👍👍👍👍👍👍👍,5,nice,0.6,0.4215,Positive
35931a26-73f0-4af0-a7b6-600969ed1e30,Bhagavath Singh,very good,5,good,0.7,0.4404,Positive
f2fa3b40-2aec-4880-8719-81c462df9aba,Manu Kumar,improve your network issue at a time of tatkal ticket,1,improve network issue time tatkal ticket,0.0,0.4404,Positive
41736b86-9c85-423b-8e62-254153637871,Krishna Kanta Bhattacharya,Authentic and cost effective,5,authentic cost effective,0.55,0.4767,Positive
02284de4-be1f-419e-81c9-7839b36313de,Vikas Soreng,sabse best aap hai,5,sabse best aap hai,1.0,0.6369,Positive
2874c039-4f13-4913-b1c0-dab28462738d,GAUTAM YADAV,good application,4,good application,0.7,0.4404,Positive
eac2194b-b0af-432f-b61d-e0b8fbeee251,ANIL SINGH,"i am unable to book tatkal ticket because i can't Authenticate Aadhaar with irctc account, i have raised concern many times to equery support, but they didn't solve my concern till now.",2,unable book tatkal ticket cant authenticate aadhaar irctc account raised concern many time equery support didnt solve concern till,0.0,0.2751,Positive
29106634-6144-4cc2-b9fd-7668a8957713,Don varghese vg,most stupid application Which doesn't work .Lot of bugs .whoever build this stupid application should be questioned,1,stupid application doesnt work lot bug whoever build stupid application questioned,-0.7999999999999999,-0.802,Negative
0d7ef296-1c1b-49d3-af4a-ffcd0d64a13d,Khan Nomaan,Very bad experience,1,bad experience,-0.6999999999999998,-0.5423,Negative
103517af-2f2d-433d-b6be-8fd6bfadbfa0,Soyab Mansuri,not ok my irctc id was cancelled as it was not updated & now they are not helping to solve this issue & activate the same id with same email I'd instead of I have to make new one with new mail ID. When I was travelling in Vande bharat they have not provided the complementary water bottles & when I have asked to railway staff they also didn't provide me that.,1,ok irctc id cancelled updated helping solve issue activate id email id instead make new one new mail id travelling vande bharat provided complementary water bottle asked railway staff also didnt provide,0.25757575757575757,0.4939,Positive
4e01e9ad-3694-4f5f-b291-a9083700ee50,Tejas Janu,good app for training,4,good app training,0.7,0.4404,Positive
e3b83c38-6463-4efb-93e6-2866923e6d74,Tarun Venkat,good,5,good,0.7,0.4404,Positive
017a8c24-aeec-4f44-83b7-f73e2749a5b8,SWARUP GHOSH,fantastic,5,fantastic,0.4,0.5574,Positive
2993f92f-3651-427f-8422-f921707600fd,Ak Jha,satisfactory Sig,4,satisfactory sig,0.0,0.3612,Positive
e87f0fac-5659-404f-a820-b0ba31e6c0e6,Priyanshu Upadhyay,best irctc app really good work performance,5,best irctc app really good work performance,0.85,0.8122,Positive
dc82af3e-4ef7-40f5-ad45-8a5f4dc8f111,RITIK INGOLE,good,5,good,0.7,0.4404,Positive
d6abd2a0-7ba2-49c6-be83-af5f1d46e661,Bhavesh Katyare,"worst user interface and user experience, please make user friendly and easy to use.",1,worst user interface user experience please make user friendly easy use,-0.06388888888888888,0.5106,Positive
7ac0f442-0c27-40aa-b310-6ccf103b9589,lyrics club,har 2 din bad update maagta hh ye app kon karta hh aise 🤔🤔🤔🤔,1,har din bad update maagta hh ye app kon karta hh aise,-0.6999999999999998,-0.5423,Negative
60347aa5-700d-4783-9b06-6d5d02d02018,Hirendra Shukla,good,5,good,0.7,0.4404,Positive
cd925262-a758-4578-b327-36e5b7f670e3,Surya C,very very wost app. Emergency Time is not Booking for every time,1,wost app emergency time booking every time,0.0,-0.3818,Negative
52925be6-9040-4854-94a4-5e27baa16502,Shine Fabrication,good for normal booking and worst for Tatkal. I never get a berth in Tatkal.,3,good normal booking worst tatkal never get berth tatkal,-0.05000000000000001,-0.296,Negative
f749409f-61fd-404d-989c-0b77ed1a05ca,Parshuram Sawaiyan,This application is very helpful,5,application helpful,0.0,0.4215,Positive
43a8a4a6-7d65-44db-953e-1cffb54ec3c2,abhi jit,bakwas app hai... paisa cut jata hai par ticket book nahi hoti...,2,bakwas app hai paisa cut jata hai par ticket book nahi hoti,0.0,-0.2732,Negative
2d86e520-7dba-44c5-b49e-dd68c98bd7ed,Jeet Mandal,seems like connection issue whats the new problem indian railway failure public online ticket system booking,1,seems like connection issue whats new problem indian railway failure public online ticket system booking,-0.0601010101010101,-0.5423,Negative
59dc3ded-ea70-43f6-b216-ee2df59e03da,Shailesh Kumar,good,5,good,0.7,0.4404,Positive
be34a202-bc09-4b8a-9b79-ed4bea7deb7d,RAJESH KUMAR,nice,5,nice,0.6,0.4215,Positive
9ed09777-839f-43c8-bda0-2065d604aac8,Sk Seraj,very nice 🙂,5,nice,0.6,0.4215,Positive
afd69796-38cf-4619-b059-d016926ba628,U-DAY,Maine Mathura ke liye aane jane ke liye ticket Kari Thi Jo ki railway ki taraf se donon ticket cancel kar di gai uske bad refund Mera 15 din bad Tak nahin aaya jabardasti check Kari to payment dikha raha hai ki aapko Di jayegi Magar vah bhi payment kuchh cut car amount de rahe hain pura amount nahin de rahe hain,1,maine mathura ke liye aane jane ke liye ticket kari thi jo ki railway ki taraf se donon ticket cancel kar di gai uske bad refund mera din bad tak nahin aaya jabardasti check kari payment dikha raha hai ki aapko di jayegi magar vah bhi payment kuchh cut car amount de rahe hain pura amount nahin de rahe hain,-0.6999999999999998,-0.8779,Negative
a33cd630-e32a-489c-b0c3-e6e94edaee8c,Atul Kawale,ok,5,ok,0.5,0.296,Positive
baea3bd0-0405-4626-851a-100617a097b8,Subhash Bhuyan,It is a very good app. But I have a question why my tickets are not show in my booking folder? It is not suitable for Tatkal ticket booking.,5,good app question ticket show booking folder suitable tatkal ticket booking,0.625,0.4404,Positive
3d83f1f5-5cba-45e2-8fca-7a946a6abf8c,Jivan lal,good,5,good,0.7,0.4404,Positive
f24fdff6-9fe2-44f1-8904-c438aedc45d2,Ramkumar Nishad,nice aap,5,nice aap,0.6,0.4215,Positive
683941d0-a378-4aeb-b8a3-756719fb2cc3,Sampurnanand singh,Its process is very simple and work excellently..,5,process simple work excellently,0.5,0.6249,Positive
ace2721d-887a-4d4c-b602-fa18bebc46de,Jay Miyani,server is slow and sometimes it feels like why am I using this app,3,server slow sometimes feel like using app,-0.30000000000000004,0.3612,Positive
00e40c81-cf74-4234-bb2a-7dc71693c758,Sirisonu Sirisonu,super,5,super,0.3333333333333333,0.5994,Positive
174711d9-23bf-4668-9103-fe10efe9d7d3,Niranjan . G,worst appa,1,worst appa,-1.0,-0.6249,Negative
8031b9df-5b98-4fb0-95e0-3a27f96a3a41,BALAJI R B,Nowadays I find it very difficult to book tatkal train tickets.,1,nowadays find difficult book tatkal train ticket,-0.5,-0.3612,Negative
a00dd88e-8f23-4163-9a06-d78e2675d9f1,Kanwaljeet Singh,indian railway is a total fraud they give upper berth to a 70 year old senior citizen even if we choose lower berth and there is no provision of refund if a senior citizen gets upper berth by default. shameless service no humanity totally money minded.,1,indian railway total fraud give upper berth year old senior citizen even choose lower berth provision refund senior citizen get upper berth default shameless service humanity totally money minded,0.02,-0.8268,Negative
cc694086-20ae-45f5-8f4f-30999f00dbcb,Binu Mohan,"Wonder who is doing QA before releasing features. In app, No food option for vande bharat from Other preferences works only when there is exactly 1 passenger. If there are more passengers, option gets selected but does not get applied. Works fine on Web platform.",2,wonder qa releasing feature app food option vande bharat preference work exactly passenger passenger option get selected get applied work fine web platform,0.33333333333333337,0.2023,Positive
344b1744-7903-4d0a-89f6-1550c636072e,Ameer Buhari,worst on tatkal time,1,worst tatkal time,-1.0,-0.6249,Negative
c3ea3acf-760d-4302-a9e9-d6ca4eae6871,Qureshi Shabbir,"Na to dhang se login ho raha hai ,na to ticket booking ho pata hai ..band kar dijiye aisa useless application",2,na dhang se login ho raha hai na ticket booking ho pata hai band kar dijiye aisa useless application,-0.5,-0.4215,Negative
36d7c2cb-8efb-4fe3-80ff-9d970e68ce60,Prasada Rao,Bad,2,bad,-0.6999999999999998,-0.5423,Negative
0f5385aa-9b15-419d-91c2-4cb563a01d68,Bhaskar Banerjee,"What a frustrating experience with this app, asking me to change the password, as soon as I click on get OTP and go to check the OTP in my email it reverts back to the old screen.",3,frustrating experience app asking change password soon click get otp go check otp email reverts back old screen,-0.10000000000000002,-0.4404,Negative
fd657d78-0434-49ad-8bf8-2c59662abf70,anjan krishna,ek number ki bakwas app h .. mostly transactions fail hoti h but amount ye cut kr lete h or ticket status fail hota h bakwas bekar wahiyat irritating frustrating stupid failed app,1,ek number ki bakwas app h mostly transaction fail hoti h amount ye cut kr lete h ticket status fail hota h bakwas bekar wahiyat irritating frustrating stupid failed app,-0.37142857142857144,-0.9657,Negative
c0272685-2959-444a-90f2-c88cb43b20a8,Abhishek Singh,"Third class app ticket is not booked even after making the payment in Tatkal and on top of that they deduct their extra charges in the refund. They get their father's money,& do not book the seat as well and on top of that they refund by deducting their extra in the payment. The money comes out to be negligible, that is why they deduct all the extra charges.",1,third class app ticket booked even making payment tatkal top deduct extra charge refund get father money book seat well top refund deducting extra payment money come negligible deduct extra charge,0.16666666666666666,0.5719,Positive
7b518467-5582-417c-b51d-b740de155681,Henry tigga,whenever I try to book tatkal ticket it shows 50 seats and when i pay it buffers too long after the amount gets deducted seats not available or i get a waiting ticket,1,whenever try book tatkal ticket show seat pay buffer long amount get deducted seat available get waiting ticket,0.17500000000000002,-0.1027,Negative
49d52db3-5da0-464a-bfbe-4808c00886fe,R,While booking a tatkal ticket it shows an error in Booking for us and after completion it's opening.It seems IRCTC gambling with normal people.Only agents can book tickets at that time. What about normal people in india.so sad reality in our country,1,booking tatkal ticket show error booking u completion openingit seems irctc gambling normal peopleonly agent book ticket time normal people indiaso sad reality country,-0.06666666666666667,-0.7003,Negative
4c625f66-f846-4d86-9723-e0f5d5344e1d,Kamani Chaudhary,"You are nonsense IRCTC, you are just there to fool people.",1,nonsense irctc fool people,0.0,-0.6808,Negative
56516ba4-8552-487b-acd8-6c50bef3fe74,Chilukuri Sandeep,good,5,good,0.7,0.4404,Positive
cc85f3c6-d397-48fb-9a03-51470976cad6,Guguloth Dharma,good,5,good,0.7,0.4404,Positive
f92807fe-0247-4a29-b0d7-66fd2638e28e,SUDHANSHU PANDEY,worst app by Indian government,1,worst app indian government,-1.0,-0.6249,Negative
d6f946b7-d813-41a5-891c-4a1c452465a6,Nitish Gautam,"Poor service, server can't respond to payment confirmation.... keeps loading until all seats are vacant. if it's intentional ,i won't be surprised... No wonder why so many people are leaving india . these guys now want to do corruption in ticket reservation. Shameful",1,poor service server cant respond payment confirmation keep loading seat vacant intentional wont surprised wonder many people leaving india guy want corruption ticket reservation shameful,0.06666666666666665,-0.7695,Negative
1bda174b-2d53-45e1-8c69-78669a442f3b,sulfikkar marhaba,always saying unable to process the request and again asking password.. worst app ever or supporting the agents only..,1,always saying unable process request asking password worst app ever supporting agent,-0.4166666666666667,-0.296,Negative
c5150623-d6d5-491e-a99b-50a7636ea2f2,Nikhilesh Raikar,soo worst application at time of doing tatkal booking it's also just buffer and get log out ..,1,soo worst application time tatkal booking also buffer get log,-1.0,-0.6249,Negative
ede05500-aa4d-4e70-b6e6-7e54dcd6fb6a,Mukesh Prajapati,"Very disappointing experience. I booked tickets through the IRCTC app and my TDR was rejected without any fault from my side. The IRCTC server was not working, so I couldn’t cancel my ticket on time, and the TTE refused to give the GC certificate, which is Railway staff fault. Yet IRCTC denied my refund and kept my hard-earned money. This app is not reliable for booking, because even if the mistake is from their system or Railway staff, they still refuse the refund. No support, no resolution.",1,disappointing experience booked ticket irctc app tdr rejected without fault side irctc server working couldnt cancel ticket time tte refused give gc certificate railway staff fault yet irctc denied refund kept hardearned money app reliable booking even mistake system railway staff still refuse refund support resolution,-0.6,-0.9043,Negative
f525d2c1-d27a-4da5-9fa0-9960baf95727,RDX Roxtarr yt,"very bad experience, slow processing",1,bad experience slow processing,-0.49999999999999994,-0.5423,Negative
a4cc77c8-db74-4765-b1d3-c1b155772867,HANUMAN SINGH INDA,good better best,5,good better best,0.7333333333333334,0.875,Positive
d6955601-0a7c-437f-9a9c-6e561877d568,sree kumar,worst experience adds are dominating over menus worst app not user friendly no smooth journey,1,worst experience add dominating menu worst app user friendly smooth journey,-0.30625,-0.802,Negative
35288c40-911b-43d9-bc79-5b8ab6e5d1f8,SANA SANA,create account error 😔,1,create account error,0.0,-0.1531,Negative
56877fb6-f86c-495f-8e1a-299169621874,Bipin Dubey,good,4,good,0.7,0.4404,Positive
c5a6aeb1-9ac4-4f10-8a33-34137d961316,Pritam Singh,worst app for booking tatkal tickets,1,worst app booking tatkal ticket,-1.0,-0.6249,Negative
f70ad117-7a8a-4ec9-9b56-0f808e1486ff,Prasanna Chandran,very good,5,good,0.7,0.4404,Positive
554fc063-66b5-41da-b6a0-74fa1e695831,SACHIN KUMAR,nice,5,nice,0.6,0.4215,Positive
5433729f-24be-4035-8462-2ca468712a16,Ranju Kumari,very good👍,5,good,0.7,0.4404,Positive
57b733cf-5d1b-4bbb-9eaa-57a16f8dbf03,Rinku Kumar,Glide glide glide this glide hearted me select the station crash 😡😡😡,1,glide glide glide glide hearted select station crash,0.0,-0.4019,Negative
f1130111-ad28-4802-8423-65830380af09,Shubham Gadakh,while Booking tatkal tickets are not getting refreshed and taking a long time for every activity including login. for normal use this is good.,1,booking tatkal ticket getting refreshed taking long time every activity including login normal use good,0.26666666666666666,0.4404,Positive
0248e8ec-89e0-4454-9e13-ea0fab8d3f69,Ajit Chauhan,worst,1,worst,-1.0,-0.6249,Negative
